HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.query,Input.page1_url,Input.page2_url,Input.page3_url,Input.page4_url,Input.page5_url,Input.page6_url,Input.page7_url,Input.page8_url,Answer.choice1,Answer.choice2,Answer.choice3,Answer.choice4,Answer.choose1reason,Answer.choose2reason,Answer.choose3reason,Approve,Reject
33W1NHWFYITMA7YCHDTAWAGZ81SZTV,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:04 PDT 2017,,,33NF62TLXLAZTT1FVKHYW91X72QJKP,A3329OQT52I6TJ,Approved,Sun Apr 09 17:52:30 PDT 2017,Sun Apr 09 17:55:22 PDT 2017,Wed Apr 12 17:55:22 PDT 2017,Mon Apr 10 13:19:20 PDT 2017,,,172,100% (1/1),100% (1/1),0% (0/0),TPP progress,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ TPP progress.html,Result 2,Result 4,Result 6,equally good,google is the best search result,resulting correct search result,giving the result for the accurate search|both are showing the accurate results,,
33W1NHWFYITMA7YCHDTAWAGZ81SZTV,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:10 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:04 PDT 2017,,,3LS2AMNW5HYZ57Q7O2T00RUS56HQO4,A3LN4KALC95O1E,Rejected,Tue Apr 11 23:23:16 PDT 2017,Tue Apr 11 23:25:26 PDT 2017,Fri Apr 14 23:25:26 PDT 2017,,Thu Apr 13 08:46:41 PDT 2017,one of your selection is not about the specified query shown at the beginning of the survey,130,51% (140/277),51% (140/277),0% (0/0),TPP progress,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ TPP progress.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
341YLJU21J76VIFPYULSVS4JCBE2IA,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:57 PDT 2017,,,373ERPL3YQGFU0AFXY4ZZRAK0VPTR9,A296XYM32AH03K,Rejected,Sun Apr 09 04:05:12 PDT 2017,Sun Apr 09 04:09:58 PDT 2017,Wed Apr 12 04:09:58 PDT 2017,,Mon Apr 10 13:19:13 PDT 2017,(result 8) one of your selection is not about the specified query shown at the beginning of the survey,286,0% (0/1),0% (0/1),0% (0/0),Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ recover eyesight.html,Result 2,equally good,equally good,Result 8,It contains many relevant results,both are some what same,well same|right very correct,,
341YLJU21J76VIFPYULSVS4JCBE2IA,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:57 PDT 2017,,,3DPNQGW4LNN2RWX5Q90TGO7WO8C466,AQ07VGUPLAGEU,Rejected,Fri Apr 07 21:55:00 PDT 2017,Fri Apr 07 21:55:11 PDT 2017,Mon Apr 10 21:55:11 PDT 2017,,Sat Apr 08 12:44:33 PDT 2017,(result 8) one of your selection is not about the specified query shown at the beginning of the survey,11,61% (65/107),61% (65/107),0% (0/0),Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ recover eyesight.html,Result 1,Result 3,Result 6,Result 8,{},{},|,,
341YLJU21J76VIFPYULSVS4JCBE2IA,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:57 PDT 2017,,,3TOK3KHVJVQPZPLSS3KU00DX0GOO73,A3LN4KALC95O1E,Approved,Tue Apr 11 22:44:51 PDT 2017,Tue Apr 11 23:02:50 PDT 2017,Fri Apr 14 23:02:50 PDT 2017,Thu Apr 13 09:05:55 PDT 2017,Thu Apr 13 08:45:56 PDT 2017,,1079,51% (140/277),51% (140/277),0% (0/0),Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ recover eyesight.html,Result 2,Result 3,Result 6,Result 7,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
34F34TZU7X72QTZVGC6S7TJJPQ32JM,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:01 PDT 2017,,,33L7PJKHCI69CVVJYPYZ8AFFA19T81,AV7PWQCVP7F20,Rejected,Fri Apr 07 19:06:22 PDT 2017,Fri Apr 07 19:07:07 PDT 2017,Mon Apr 10 19:07:07 PDT 2017,,Sat Apr 08 12:44:34 PDT 2017,(result 6) one of your selection is not about the specified query shown at the beginning of the survey,45,50% (1/2),50% (1/2),0% (0/0),spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ relieve stress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html,equally good,equally good,Result 6,Result 8,good,nice,good|nice,,
34F34TZU7X72QTZVGC6S7TJJPQ32JM,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:01 PDT 2017,,,3M81GAB8A2RFMD1YKXOEU7UTY7ZQB1,A3LN4KALC95O1E,Approved,Tue Apr 11 23:46:37 PDT 2017,Tue Apr 11 23:53:15 PDT 2017,Fri Apr 14 23:53:15 PDT 2017,Thu Apr 13 09:05:57 PDT 2017,Thu Apr 13 08:46:24 PDT 2017,,398,51% (140/277),51% (140/277),0% (0/0),spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ relieve stress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
34F34TZU7X72QTZVGC6S7TJJPQ32JM,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,6,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:01 PDT 2017,,,3ZAK8W07I6M6UJ553QBUKRVZAN90UT,A1BVSIP3EBSARQ,Approved,Tue Apr 11 11:31:33 PDT 2017,Tue Apr 11 11:35:32 PDT 2017,Fri Apr 14 11:35:32 PDT 2017,Thu Apr 13 09:05:58 PDT 2017,,,239,100% (1/1),100% (1/1),0% (0/0),spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ relieve stress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html,Result 1,Result 3,Result 5,equally good,More variety of results.,More variety in the results.,Results von left were correct and results on right were not relevant. |Both returns came up with a good variety of  results.,,
34R0BODSP27MEAWQKUXZ8K934SY5E5,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:04 PDT 2017,,,386CSBG1O1U9G1K3O676JR81K0UQ6A,AQ07VGUPLAGEU,Approved,Fri Apr 07 22:05:05 PDT 2017,Fri Apr 07 22:05:12 PDT 2017,Mon Apr 10 22:05:12 PDT 2017,Sat Apr 08 12:44:37 PDT 2017,,,7,61% (65/107),61% (65/107),0% (0/0),full house,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ fossil.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ full house.html,Result 1,Result 4,Result 6,Result 7,{},{},|,,
34R0BODSP27MEAWQKUXZ8K934SY5E5,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:20 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:04 PDT 2017,,,3WYP994K19ZIP3BPFGO0WDB3JF46YY,A3LN4KALC95O1E,Approved,Tue Apr 11 23:08:15 PDT 2017,Tue Apr 11 23:14:29 PDT 2017,Fri Apr 14 23:14:29 PDT 2017,Thu Apr 13 09:05:59 PDT 2017,Thu Apr 13 08:46:51 PDT 2017,,374,51% (140/277),51% (140/277),0% (0/0),full house,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ fossil.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ full house.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ full house.html,Result 1,Result 4,Result 5,Result 7,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
34ZTTGSNJYWNR66QUNT8RY17S4CQHI,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:11 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:06 PDT 2017,,,323Q6SJS8KOSM1EB69NG4JTDMITHFC,A3LN4KALC95O1E,Approved,Tue Apr 11 22:43:51 PDT 2017,Tue Apr 11 23:00:03 PDT 2017,Fri Apr 14 23:00:03 PDT 2017,Thu Apr 13 09:06:00 PDT 2017,Thu Apr 13 08:46:56 PDT 2017,,972,51% (140/277),51% (140/277),0% (0/0),mlb scores,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ obesity prevention.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,Result 1,Result 4,Result 5,Result 8,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
34ZTTGSNJYWNR66QUNT8RY17S4CQHI,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:11 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:06 PDT 2017,,,3F6KKYWMND9NYDMQI1N3L3NOWEMNDA,A170GJXT7EMN7X,Approved,Mon Apr 10 13:14:33 PDT 2017,Mon Apr 10 13:19:43 PDT 2017,Thu Apr 13 13:19:43 PDT 2017,Thu Apr 13 09:06:00 PDT 2017,,,310,100% (7/7),100% (7/7),0% (0/0),mlb scores,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ obesity prevention.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,Result 1,Result 3,equally good,None good,"Left results give score results directly from mlb, which is the primary source.",left result goes to a page that is very inclusive of mlb scores.,Both results give equally good results in regards to mlb scores.|The left results have to do with obesity prevention while the right is in regards to mlb scores.,,
34ZTTGSNJYWNR66QUNT8RY17S4CQHI,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:11 PDT 2017,5,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:41:06 PDT 2017,,,3TXD01ZLD6PNT7N6MRYWWULCRUTU4X,AQ07VGUPLAGEU,Approved,Fri Apr 07 21:50:10 PDT 2017,Fri Apr 07 21:51:08 PDT 2017,Mon Apr 10 21:51:08 PDT 2017,Sat Apr 08 12:44:37 PDT 2017,,,58,61% (65/107),61% (65/107),0% (0/0),mlb scores,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ obesity prevention.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ mlb scores.html,Result 2,Result 4,Result 6,Result 8,{},{},|,,
351S7I5UGA4YFFOO2V4CZHMH0LTNJX,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:09 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:55 PDT 2017,,,3018Q3ZVOKYAF4B6RYDI4MKSCAZAR8,A3QE1JKDUI7ZPA,Approved,Tue Apr 11 08:36:37 PDT 2017,Tue Apr 11 08:39:13 PDT 2017,Fri Apr 14 08:39:13 PDT 2017,Thu Apr 13 09:05:53 PDT 2017,,,156,100% (1/1),100% (1/1),0% (0/0),happy birthday graphics,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ cvs.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ happy birthday graphics.html,Result 1,Result 4,Result 5,equally good,Left results seem more fun,Left results are not relevant,Left results look more interesting|Both results seem the same,,
351S7I5UGA4YFFOO2V4CZHMH0LTNJX,36BILMLQB8DJCI2C38J71F64SYKVAM,choose search result you perfer,choose the page you perfer,"information retrieval,IT,computer,search engine,search,engine",$0.03 ,Fri Apr 07 12:39:09 PDT 2017,7,BatchId:2757313;OriginalHitTemplateId:926158629;,3600,259200,Tue Apr 18 06:40:55 PDT 2017,,,3DY46V3X3RQO4B1RZV9YTAZASGS556,A3LN4KALC95O1E,Approved,Wed Apr 12 00:09:15 PDT 2017,Wed Apr 12 00:12:49 PDT 2017,Sat Apr 15 00:12:49 PDT 2017,Thu Apr 13 09:05:53 PDT 2017,Thu Apr 13 08:45:20 PDT 2017,,214,51% (140/277),51% (140/277),0% (0/0),happy birthday graphics,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ cvs.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ happy birthday graphics.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ happy birthday graphics.html,Result 1,Result 4,Result 6,Result 7,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD,THIS IS LOOKING GOOD|THIS IS LOOKING GOOD,,
